PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,,
11,9/19/24,12:39:31,2,4,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,1,2,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.37818,1.611929,-0.151977,2525.399927,71.175621,8:15,3.88853,1.47902,5.72906,-49.79637,-5.70945,-21.22875,1.24053,-0.43159,72.90702,-7.534177,-3.953288,0.477888,,,,,,,,,,,,10.83229,-3.06603,-1.4527,50,3.99214,1.12676,-116.65731,1.62051,14.68092,25.3256,-36.32942,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,d8fb6450-76a5-11ef-bf32-65458db6b58e,78.87294,,,7.47116,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:39:31,2024-09-19T12:39:31.2628594-04:00,2024-09-19T16:39:31.2628594Z,,v3,471354,471354,,,,Undefined,MER_BEA,0c870bb2-4cc1-432e-b593-8e645a55cf3d,54.77489,-117.68935,12.6628,3.89594,3.10095,-18.16471,-1.48643,0.5285,7.34046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
12,9/19/24,12:39:54,2,5,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,1,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.45451,2.102671,-2.236549,1362.461535,287.450264,3:30,3.48917,1.57003,6.36662,-48.87806,-3.93185,17.27997,1.3533,0.95082,71.37686,-6.988646,0.892502,0.482523,,,,,,,,,,,,-9.62792,-2.18725,-1.41559,50,3.61936,3.83068,-113.90933,2.73004,-12.53427,22.71083,-35.02158,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,e646b650-76a5-11ef-bf32-65458db6b58e,78.11534,,,7.07765,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:39:54,2024-09-19T12:39:53.5320434-04:00,2024-09-19T16:39:53.5320434Z,,v3,471354,471354,,,,Undefined,MER_BEA,b1e2d434-394d-4d0c-a10e-911b8b692448,54.13612,-114.73101,11.35541,3.49766,3.99712,-17.51079,-1.56239,4.28417,-6.26714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
13,9/19/24,12:40:19,2,6,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,1,2,TwoSeamFastBall,Sinker,BallinDirt,Undefined,Undefined,Undefined,0,0,,89.98489,-1.60635,-2.285751,2295.94585,253.665941,2:30,3.91412,1.59663,6.45556,-27.71025,6.26319,17.52324,0.12764,0.9559,82.05351,-6.802169,0.894808,0.419509,,,,,,,,,,,,-9.80331,4.10642,-1.44188,50,3.78817,4.51378,-130.67963,-4.5394,-16.83892,29.25809,-25.12057,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,f0a548a0-76a5-11ef-bf32-65458db6b58e,89.84895,,,7.93138,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:40:19,2024-09-19T12:40:18.9911922-04:00,2024-09-19T16:40:18.9911922Z,,v3,471354,471354,,,,Undefined,MER_BEA,4a670073-80ac-416e-b569-1dabfecb21a8,54.04575,-131.58232,14.62905,3.91627,-3.76436,-12.56029,-1.58915,5.0333,-8.41946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
14,9/19/24,12:40:59,2,7,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,2,2,Cutter,Slider,InPlay,Undefined,GroundBall,Undefined,0,0,,83.02153,0.550723,-0.999004,2581.472562,108.710671,9:30,3.89978,1.27603,5.8508,-36.66888,3.45957,-6.94796,1.35589,-0.23137,76.9235,-6.19504,-2.245418,0.455929,99.80234,6.030801,28.988867,2363.146182,,,,111.9745,111.9745,32.332803,0.837762,3.34914,1.92347,-1.19052,50,3.92264,2.36867,-120.77575,-0.04076,4.99804,21.24354,-29.30359,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,085e6f30-76a6-11ef-bf32-65458db6b58e,82.67167,4.16473,,6.09803,,,,2.81459,1.4182,0.25967,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:40:59,2024-09-19T12:40:58.7949426-04:00,2024-09-19T16:40:58.7949426Z,GroundBall,v3,471354,471354,,,,Undefined,MER_BEA,9a7550a3-c36b-4e47-928c-4a332720682c,54.65349,-121.5915,10.62177,3.9026,1.0845,-14.6518,-1.2778,2.17675,2.49902,282.717975,2.89904,125.95769,-19.78432,,,,,,,1.47777,14.41024,-19.38418,,,,,,,0.2208,71.1899,0.08725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,
15,9/19/24,12:41:41,3,1,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.14095,2.335533,1.889092,2508.648903,48.266812,7:30,3.88184,1.54131,5.69751,-58.85917,-13.68973,-16.9791,1.15583,1.8875,72.37118,-8.406774,-1.150836,0.48372,,,,,,,,,,,,9.15304,-7.16071,-1.68935,50,4.04155,-3.12723,-114.88833,2.67151,12.15579,22.55023,-41.68389,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,1ce31eb0-76a6-11ef-bf32-65458db6b58e,77.92206,,,6.76978,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:41:41,2024-09-19T12:41:40.7911794-04:00,2024-09-19T16:41:40.7911794Z,,v3,471354,471354,,,,Undefined,MER_BEA,4ebf8ac4-2213-456c-968b-7de557be5bce,54.80843,-115.82828,11.27512,3.89398,4.409,-20.84195,-1.54844,-3.63391,6.0779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
16,9/19/24,12:42:08,3,2,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.98091,1.11595,-2.54084,1300.525575,287.594944,3:30,3.46975,1.80333,6.34374,-49.36593,-3.18311,14.39398,0.38446,0.6621,70.99928,-8.01989,0.065915,0.489116,,,,,,,,,,,,-8.19949,-1.55059,-1.62504,50,3.52785,4.47835,-111.91777,0.75324,-10.42684,19.7065,-34.14586,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,2d61fd60-76a6-11ef-bf32-65458db6b58e,77.06243,,,5.98163,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:42:08,2024-09-19T12:42:08.4883826-04:00,2024-09-19T16:42:08.4883826Z,,v3,471354,471354,,,,Undefined,MER_BEA,2e2f0134-8ad4-4da6-9760-c607371771a0,54.16079,-112.64802,9.85325,3.47649,2.01856,-17.07293,-1.79815,4.86473,-5.21342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
17,9/19/24,12:42:47,3,3,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.08718,0.740557,-0.821335,2393.406455,77.151124,8:30,3.64755,1.83089,5.75817,-41.58542,-0.54697,-7.13674,0.87156,0.47156,76.40815,-6.863812,-2.099993,0.46107,,,,,,,,,,,,3.45477,-0.12126,-1.75836,50,3.68335,1.98846,-119.44749,0.14044,5.06457,19.84223,-32.35178,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,3fe6e540-76a6-11ef-bf33-65458db6b58e,81.74993,,,5.67903,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:42:47,2024-09-19T12:42:47.2543090-04:00,2024-09-19T16:42:47.2543090Z,,v3,471354,471354,,,,Undefined,MER_BEA,d8d12f30-50cb-40ea-acd1-2bb7ff983bc7,54.74601,-120.2333,9.92112,3.65241,1.42166,-16.17589,-1.83313,1.78789,2.53228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
18,9/19/24,12:43:18,3,4,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,2,1,Slider,Curveball,InPlay,Undefined,GroundBall,Undefined,0,0,,79.96591,2.367211,0.474866,2578.900993,42.118293,7:30,4.02124,1.51934,5.53876,-57.93968,-13.58658,-13.53383,1.40688,0.83539,73.33758,-8.171181,-1.941701,0.479329,,,,,,,,,,,,6.99229,-7.17087,-1.55119,50,4.18769,-0.4297,-116.13824,2.76922,9.51743,22.44829,-41.93454,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,4d7e8280-76a6-11ef-bf33-65458db6b58e,78.63589,,,6.62832,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:43:18,2024-09-19T12:43:17.7010546-04:00,2024-09-19T16:43:17.7010546Z,,v3,471354,471354,,,,Undefined,MER_BEA,4398d1eb-c761-41c8-8ed9-6a004e6656ec,54.96735,-117.09444,11.22414,4.03169,4.55545,-20.96727,-1.52425,-0.8351,4.75871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
19,9/19/24,12:44:12,4,1,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,0,0,TwoSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.55092,-1.697943,-1.560607,2173.474573,215.002154,1:15,4.02078,1.24248,6.49389,-18.11351,16.27839,10.55906,0.95155,0.68938,81.10409,-5.182138,0.356071,0.422085,,,,,,,,,,,,-5.97221,9.38709,-1.13713,50,3.89352,3.11695,-129.99882,-4.32752,-10.1081,30.03959,-16.28623,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,69a0cf90-76a6-11ef-bf33-65458db6b58e,89.30069,,,8.44682,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:44:12,2024-09-19T12:44:11.9087986-04:00,2024-09-19T16:44:11.9087986Z,,v3,471354,471354,,,,Undefined,MER_BEA,f0febbc6-611d-48f7-b6cb-9af46042f80c,54.00483,-130.92097,15.01979,4.01869,-3.82757,-8.14311,-1.23758,3.42725,-5.05405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
20,9/19/24,12:44:29,4,2,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.09934,0.785858,-1.416934,1407.653654,272.138515,3:00,3.51572,1.73226,6.22967,-44.41778,0.74221,17.45532,0.53956,1.87929,71.77356,-7.447425,1.739335,0.483669,,,,,,,,,,,,-9.45158,0.5911,-1.63478,50,3.55253,2.19345,-113.55847,0.24421,-12.33146,20.95958,-31.40285,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,73a24dc0-76a6-11ef-bf33-65458db6b58e,77.93022,,,6.32578,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:44:29,2024-09-19T12:44:28.6508914-04:00,2024-09-19T16:44:28.6508914Z,,v3,471354,471354,,,,Undefined,MER_BEA,ddf6f09a-a77a-4ba5-b37c-fcefa2939394,54.27374,-114.34456,10.47979,3.52128,1.42197,-15.70143,-1.72572,2.65594,-6.16573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
21,9/19/24,12:45:18,4,3,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,2,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.64995,1.696595,1.583338,2474.579307,77.537287,8:30,3.92103,1.62918,5.77691,-47.76168,-3.31063,-21.52855,1.5207,1.30886,72.68954,-7.084346,-2.274878,0.479858,,,,,,,,,,,,11.37942,-1.70906,-1.74711,50,4.03268,-2.35599,-115.64215,1.84238,15.31155,22.84702,-34.47365,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,90f32fc0-76a6-11ef-bf33-65458db6b58e,78.54923,,,6.96042,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:45:18,2024-09-19T12:45:17.8146674-04:00,2024-09-19T16:45:17.8146674Z,,v3,471354,471354,,,,Undefined,MER_BEA,42880e28-8a2a-4afc-b6f7-2b066a31f736,54.7265,-116.57221,11.42351,3.92911,3.24574,-17.23683,-1.63851,-2.97929,7.65577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
22,9/19/24,12:45:33,4,4,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,3,0,TwoSeamFastBall,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,88.94531,-1.068382,-4.076163,2234.404643,218.598207,1:15,4.0547,0.98767,6.52539,-18.27517,16.5845,12.28005,1.54897,-1.73507,80.58127,-4.586771,-1.853705,0.424945,,,,,,,,,,,,-7.79764,9.41512,-0.70919,50,3.97229,8.73646,-128.97933,-2.89129,-13.00354,29.33974,-16.47312,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,99e93160-76a6-11ef-bf33-65458db6b58e,88.69947,,,8.36404,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:45:33,2024-09-19T12:45:32.9593202-04:00,2024-09-19T16:45:32.9593202Z,,v3,471354,471354,,,,Undefined,MER_BEA,58a855af-0a99-482e-86bb-614ec1e84c89,53.97748,-129.88096,14.66987,4.05337,-2.38506,-8.23656,-0.9838,9.13606,-6.50177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
23,9/19/24,12:46:10,5,1,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.87092,0.765582,-1.958084,1440.360734,273.272921,3:00,3.55334,1.39599,6.38787,-43.86286,0.27398,19.67462,0.60279,1.23365,72.28076,-7.394032,1.609361,0.478159,,,,,,,,,,,,-10.80745,0.36256,-1.26354,50,3.58857,3.22861,-114.65897,0.25344,-14.33593,21.90708,-31.69313,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,b0096870-76a6-11ef-bf33-65458db6b58e,78.82832,,,6.59015,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:46:10,2024-09-19T12:46:09.9767154-04:00,2024-09-19T16:46:09.9767154Z,,v3,471354,471354,,,,Undefined,MER_BEA,982ea0f4-64c4-49b5-b2fc-65fa1f29abc8,54.11549,-115.44261,10.95354,3.55923,1.38714,-15.84657,-1.38821,3.74142,-7.16796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
24,9/19/24,12:46:30,5,2,"Johnson, Jeb",10061066,Right,MER_BEA,LiveAB,10061066,Right,MER_BEA,Undefined,1,Top,1,1,0,TwoSeamFastBall,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.47836,-0.684276,-2.635951,2235.708799,223.821178,1:30,4.02785,1.27386,6.49338,-18.6132,15.74032,13.99083,1.84787,0.01818,81.1648,-4.260252,-0.099021,0.421849,,,,,,,,,,,,-8.06713,8.7765,-1.09438,50,3.97141,5.42021,-129.90561,-2.04647,-13.68081,29.13843,-17.29025,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,bc00ea40-76a6-11ef-bf33-65458db6b58e,89.35051,,,8.31356,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,16:46:30,2024-09-19T12:46:30.1110642-04:00,2024-09-19T16:46:30.1110642Z,,v3,471354,471354,,,,Undefined,MER_BEA,f9d1435c-dd2d-4986-9a7b-c20fe29a613f,54.00629,-130.80115,14.56922,4.02615,-1.51507,-8.64512,-1.26743,5.84068,-6.84041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
25,9/19/24,13:22:42,5,3,"Alvey, Caden",10058580,Left,MER_BEA,LiveAB,1000133213,Left,MER_BEA,Undefined,1,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.32566,0.025458,1.447496,2107.676538,149.689411,11:00,4.51581,-2.63903,6.16611,-20.02729,16.36387,-8.86894,2.87039,-2.04071,79.3958,-3.792478,-0.151898,0.43418,,,,,,,,,,,,4.96666,8.79319,2.53345,50,4.50736,-2.84009,-126.81552,-0.50515,8.05196,27.01673,-17.91847,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,c7283180-76ab-11ef-bf33-65458db6b58e,86.813,,,7.92986,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,17:22:42,2024-09-19T13:22:41.8249586-04:00,2024-09-19T17:22:41.8249586Z,,v3,471354,471354,,,,Undefined,MER_BEA,f7ef6aef-e2b9-4d02-b32c-88b94bcfe209,54.3325,-127.73517,13.50836,4.51417,0.1048,-8.95924,2.6348,-3.11418,4.02598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
26,9/19/24,13:23:00,5,4,"Alvey, Caden",10058580,Left,MER_BEA,LiveAB,1000133213,Left,MER_BEA,Undefined,1,Top,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.71644,-1.822489,2.250067,2112.590871,157.116556,11:15,4.44128,-2.65794,6.21557,-18.25044,17.63721,-6.96233,1.23661,-1.16053,80.25321,-5.298364,0.993931,0.431165,,,,,,,,,,,,4.21197,9.98004,2.4925,50,4.29521,-4.72298,-127.34341,-4.55343,6.92036,26.00803,-15.7766,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,d1d88d50-76ab-11ef-bf33-65458db6b58e,87.4199,,,7.46323,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,17:23:00,2024-09-19T13:22:59.8141298-04:00,2024-09-19T17:22:59.8141298Z,,v3,471354,471354,,,,Undefined,MER_BEA,f55d34f3-045e-4d3f-80a3-7939e2966c2f,54.28428,-128.21543,13.00402,4.43902,-4.02446,-7.8883,2.65474,-4.95501,3.46018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
27,9/19/24,13:23:19,5,5,"Alvey, Caden",10058580,Left,MER_BEA,LiveAB,1000133213,Left,MER_BEA,Undefined,1,Top,1,3,1,Curveball,Slider,BallinDirt,Walk,Undefined,Undefined,0,0,,79.23318,-1.678105,1.63752,2296.828524,306.04925,4:15,4.37239,-2.5098,5.71985,-54.77885,-9.62272,15.20245,-1.7568,0.28288,73.14629,-11.58907,4.367589,0.483648,,,,,,,,,,,,-7.42111,-4.24252,2.36278,50,4.19717,-3.83457,-115.04454,-5.15307,-9.8362,23.53876,-37.79724,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,dcfd07b0-76ab-11ef-bf33-65458db6b58e,77.93356,,,6.08689,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,17:23:19,2024-09-19T13:23:18.5336178-04:00,2024-09-19T17:23:18.5336178Z,,v3,471354,471354,,,,Undefined,MER_BEA,17916df4-3d9b-4b5a-9837-f8a263dad7d5,54.78643,-116.01973,11.76938,4.37822,-3.58716,-18.89862,2.5132,-3.42706,-4.9181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
28,9/19/24,13:23:47,6,1,"Alvey, Caden",10058580,Left,MER_BEA,LiveAB,1000133213,Left,MER_BEA,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.75537,-1.737792,3.467122,2217.574208,155.667092,11:15,4.3906,-2.64371,6.0651,-21.33135,14.79072,-6.17032,1.00121,0.05485,80.3487,-5.752387,2.358958,0.432571,,,,,,,,,,,,4.12736,8.44847,2.37767,50,4.24406,-7.45844,-127.25413,-4.50833,6.77455,25.87473,-18.30702,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,edd85e40-76ab-11ef-bf33-65458db6b58e,87.13578,,,7.40667,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,17:23:47,2024-09-19T13:23:46.8046194-04:00,2024-09-19T17:23:46.8046194Z,,v3,471354,471354,,,,Undefined,MER_BEA,e31e11ef-47ea-470b-a1ab-4e0b47bc94af,54.43525,-128.15278,12.93736,4.38959,-3.87252,-9.15351,2.6408,-7.69373,3.38727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
29,9/19/24,13:24:07,6,2,"Alvey, Caden",10058580,Left,MER_BEA,LiveAB,1000133213,Left,MER_BEA,Undefined,1,Top,1,1,0,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.80126,0.784815,0.808953,2050.690411,304.274834,4:15,4.41777,-2.58264,5.75423,-53.88889,-8.7893,14.86076,0.65775,-0.59112,72.83515,-9.036887,3.474468,0.483345,,,,,,,,,,,,-7.37213,-4.3154,2.50627,50,4.44983,-2.17448,-114.58016,-0.21327,-9.80085,21.16465,-37.91113,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,f9b21ee0-76ab-11ef-bf33-65458db6b58e,77.9824,,,5.96612,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,17:24:07,2024-09-19T13:24:06.5886578-04:00,2024-09-19T17:24:06.5886578Z,,v3,471354,471354,,,,Undefined,MER_BEA,49aea747-af3b-4ebf-956e-2f55a1c13434,54.75132,-115.45446,10.58232,4.4263,1.35282,-18.95556,2.58773,-1.76961,-4.90042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
30,9/19/24,13:24:42,6,3,"Alvey, Caden",10058580,Left,MER_BEA,LiveAB,1000133213,Left,MER_BEA,Undefined,1,Top,1,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.30533,-0.09174,1.578703,2287.380489,319.275584,4:45,4.30476,-2.64257,5.8125,-45.65365,-3.49248,4.06638,0.41495,-0.83528,75.22828,-8.435341,2.308485,0.467334,,,,,,,,,,,,-1.66083,-1.38453,2.51069,50,4.26996,-3.41347,-118.18985,-1.71737,-2.3591,21.63784,-34.14067,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,0e8b5700-76ac-11ef-bf33-65458db6b58e,80.65412,,,6.07705,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,17:24:42,2024-09-19T13:24:41.5885170-04:00,2024-09-19T17:24:41.5885170Z,,v3,471354,471354,,,,Undefined,MER_BEA,657b16e7-3f77-4140-8505-b1cd9a9327b5,54.691,-119.04557,10.81892,4.31117,-0.3672,-17.07034,2.64383,-3.32017,-1.17955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
